f (GHz),S11 (dB),S11 (deg.)
2160200000.0,-10.88997218757881,-10.025121498442822
2161900000.0,-10.887479760827553,-10.11790825975443
2163600000.0,-10.885090474912742,-10.209274535620334
2165300000.0,-10.88280109747841,-10.29925346679381
2167000000.0,-10.880608510786614,-10.387877141520097
2168700000.0,-10.878509706835889,-10.475176638023637
2170400000.0,-10.876501782725638,-10.561182064933721
2172100000.0,-10.874581936252131,-10.645922599764623
2173800000.0,-10.8727474617228,-10.729426525559036
2175500000.0,-10.870995745976328,-10.811721265796322
2177200000.0,-10.869324264596845,-10.89283341766129
2178900000.0,-10.867730578311335,-10.972788783762553
2180600000.0,-10.866212329559987,-11.05161240238473
2182300000.0,-10.864767239229947,-11.129328576352929
2184000000.0,-10.86339310354342,-11.205960900583646
2185700000.0,-10.862087791091774,-11.281532288391439
2187400000.0,-10.860849240007672,-11.35606499661673
2189100000.0,-10.85967545526785,-11.429580649636135
2190800000.0,-10.85856450611956,-11.502100262313038
2192500000.0,-10.8575145236241,-11.5736442619429
2194200000.0,-10.856523698311353,-11.644232509244368
2195900000.0,-10.855590277939415,-11.713884318444647
2197600000.0,-10.854712565354008,-11.782618476504313
2199300000.0,-10.85388891644242,-11.8504532615248
2201000000.0,-10.85311773817724,-11.9174064603787
2202700000.0,-10.852397486745271,-11.983495385601316
2204400000.0,-10.851726665757358,-12.048736891579287
2206100000.0,-10.851103824535095,-12.113147390070543
2207800000.0,-10.850527556470553,-12.176742865087645
2209500000.0,-10.849996497455493,-12.23953888717493
2211200000.0,-10.849509324376578,-12.301550627108297
2212900000.0,-10.849064753673483,-12.362792869044785
2214600000.0,-10.848661539956732,-12.423280023147708
2216300000.0,-10.84829847468252,-12.48302613771175
2218000000.0,-10.847974384881727,-12.542044910811113
2219700000.0,-10.847688131940592,-12.600349701492608
2221400000.0,-10.847438610430597,-12.657953540534377
2223100000.0,-10.847224746985301,-12.714869140789961
2224800000.0,-10.847045499221881,-12.771108907136409
2226500000.0,-10.846899854705397,-12.826684946043994
2228200000.0,-10.846786829953746,-12.881609074784507
2229900000.0,-10.84670546948152,-12.935892830293838
2231600000.0,-10.846654844880966,-12.989547477704358
2233300000.0,-10.846634053938395,-13.042584018561067
2235000000.0,-10.846642219784465,-13.095013198735513
2236700000.0,-10.846678490076824,-13.146845516050396
2238400000.0,-10.84674203621368,-13.198091227627057
2240100000.0,-10.846832052576973,-13.248760356967958
2241800000.0,-10.84694775580383,-13.298862700785001
2243500000.0,-10.847088384085083,-13.348407835584599
2245200000.0,-10.847253196489701,-13.397405124019462
2246900000.0,-10.847441472314014,-13.44586372101696
2248600000.0,-10.8476525104547,-13.493792579693062
2250300000.0,-10.847885628804493,-13.54120045706079
2252000000.0,-10.848140163669655,-13.588095919541503
2253700000.0,-10.84841546920841,-13.634487348286962
2255400000.0,-10.84871091688929,-13.680382944319813
2257100000.0,-10.849025894968737,-13.725790733499807
2258800000.0,-10.849359807987058,-13.770718571322535
2260500000.0,-10.849712076282083,-13.81517414755751
2262200000.0,-10.850082135519703,-13.859164990731704
2263900000.0,-10.850469436240704,-13.902698472464708
2265600000.0,-10.850873443423161,-13.945781811661249
2267300000.0,-10.851293636059868,-13.988422078566597
2269000000.0,-10.851729506750091,-14.030626198689992
2270700000.0,-10.852180561305202,-14.072400956601408
2272400000.0,-10.852646318367542,-14.113752999606175
2274100000.0,-10.853126309042088,-14.154688841302209
2275800000.0,-10.853620076540349,-14.195214865024328
2277500000.0,-10.85412717583609,-14.235337327179675
2279200000.0,-10.854647173332395,-14.275062360478525
2280900000.0,-10.855179646539618,-14.314395977064146
2282600000.0,-10.855724183763858,-14.353344071545507
2284300000.0,-10.856280383805535,-14.391912423936443
2286000000.0,-10.856847855667668,-14.430106702504524
2287700000.0,-10.857426218273552,-14.467932466533028
2289400000.0,-10.858015100193413,-14.505395168999105
2291100000.0,-10.858614139379766,-14.542500159171071
2292800000.0,-10.859222982911145,-14.579252685127807
2294500000.0,-10.859841286743864,-14.615657896202933
2296200000.0,-10.86046871547157,-14.651720845356442
2297900000.0,-10.86110494209227,-14.687446491476349
2299600000.0,-10.86174964778258,-14.722839701612754
2301300000.0,-10.862402521678929,-14.757905253146676
2303000000.0,-10.86306326066548,-14.79264783589596
2304700000.0,-10.863731569168518,-14.827072054160283
2306400000.0,-10.86440715895709,-14.861182428707483
2308100000.0,-10.865089748949675,-14.89498339870313
2309800000.0,-10.86577906502666,-14.928479323585229
2311500000.0,-10.86647483984845,-14.961674484885942
2313200000.0,-10.867176812678975,-14.99457308800214
2314900000.0,-10.867884729214474,-15.027179263916356
2316600000.0,-10.868598341417286,-15.059497070869925
2318300000.0,-10.86931740735456,-15.091530495989767
2320000000.0,-10.870041691041678,-15.123283456870443
2321700000.0,-10.87077096229024,-15.154759803112814
2323400000.0,-10.871504996560454,-15.185963317820848
2325100000.0,-10.872243574817773,-15.216897719057785
2326800000.0,-10.872986483393696,-15.247566661263122
2328500000.0,-10.873733513850507,-15.277973736631468
2330200000.0,-10.874484462849882,-15.30812247645474
2331900000.0,-10.875239132025243,-15.338016352428593
2333600000.0,-10.875997327857679,-15.367658777924369
2335300000.0,-10.876758861555398,-15.397053109227688
2337000000.0,-10.877523548936525,-15.426202646744528
2338700000.0,-10.878291210315174,-15.455110636175965
2340400000.0,-10.8790616703907,-15.483780269662557
2342100000.0,-10.879834758139989,-15.512214686899137
2343800000.0,-10.880610306712732,-15.540416976221081
2345500000.0,-10.881388153329567,-15.568390175662884
2347200000.0,-10.882168139183005,-15.596137273989832
2348900000.0,-10.882950109341035,-15.623661211703597
2350600000.0,-10.883733912653355,-15.650964882022606
2352300000.0,-10.884519401660157,-15.678051131837863
2354000000.0,-10.88530643250331,-15.70492276264493
2355700000.0,-10.886094864839947,-15.731582531452915
2357400000.0,-10.886884561758396,-15.75803315167094
2359100000.0,-10.887675389696268,-15.784277293972968
2360800000.0,-10.888467218360764,-15.810317587141409
2362500000.0,-10.889259920651096,-15.836156618890293
2364200000.0,-10.890053372582873,-15.861796936668528
2365900000.0,-10.890847453214565,-15.887241048443768
2367600000.0,-10.891642044575791,-15.912491423467541
2369300000.0,-10.892437031597535,-15.937550493022137
2371000000.0,-10.893232302044138,-15.962420651149754
2372700000.0,-10.894027746447037,-15.987104255364391
2374400000.0,-10.894823258040237,-16.011603627347036
2376100000.0,-10.895618732697404,-16.035921053624584
2377800000.0,-10.896414068870568,-16.060058786232894
2379500000.0,-10.897209167530413,-16.084019043364513
2381200000.0,-10.89800393210802,-16.107804010001395
2382900000.0,-10.898798268438167,-16.131415838533126
2384600000.0,-10.899592084703944,-16.154856649360994
2386300000.0,-10.900385291382872,-16.178128531488287
2388000000.0,-10.901177801194278,-16.201233543097196
2389700000.0,-10.901969529048026,-16.22417371211273
2391400000.0,-10.902760391994518,-16.246951036753924
2393100000.0,-10.903550309175905,-16.26956748607274
2394800000.0,-10.904339201778534,-16.29202500048098
2396500000.0,-10.90512699298654,-16.314325492265446
2398200000.0,-10.905913607936586,-16.33647084609181
2399900000.0,-10.906698973673707,-16.358462919497384
2401600000.0,-10.907483019108211,-16.380303543373028
2403300000.0,-10.90826567497367,-16.40199452243471
2405000000.0,-10.909046873785863,-16.42353763568467
2406700000.0,-10.90982654980277,-16.444934636862808
2408400000.0,-10.910604638985497,-16.4661872548881
2410100000.0,-10.911381078960119,-16.487297194290893
2411800000.0,-10.91215580898049,-16.508266135635658
2413500000.0,-10.912928769891884,-16.529095735935005
2415200000.0,-10.913699904095534,-16.549787629054826
2416900000.0,-10.914469155513975,-16.570343426110917
2418600000.0,-10.915236469557264,-16.59076471585731
2420300000.0,-10.91600179308993,-16.611053065066514
2422000000.0,-10.916765074398738,-16.631210018901772
2423700000.0,-10.917526263161212,-16.6512371012817
2425400000.0,-10.918285310414861,-16.67113581523735
2427100000.0,-10.919042168527147,-16.690907643261955
2428800000.0,-10.91979679116615,-16.710554047653527
2430500000.0,-10.920549133271894,-16.730076470850474
2432200000.0,-10.921299151028363,-16.749476335760388
2433900000.0,-10.922046801836125,-16.76875504608223
2435600000.0,-10.922792044285622,-16.78791398662202
2437300000.0,-10.923534838131037,-16.806954523602137
2439000000.0,-10.92427514426481,-16.825878004964558
2440700000.0,-10.925012924692652,-16.84468576066795
2442400000.0,-10.925748142509217,-16.863379102978996
2444100000.0,-10.926480761874256,-16.881959326757876
2445800000.0,-10.927210747989369,-16.900427709738178
2447500000.0,-10.92793806707521,-16.91878551280133
2449200000.0,-10.928662686349291,-16.93703398024569
2450900000.0,-10.929384574004203,-16.95517434005041
2452600000.0,-10.930103699186382,-16.973207804134162
2454300000.0,-10.930820031975319,-16.99113556860893
2456000000.0,-10.931533543363251,-17.008958814028883
2457700000.0,-10.93224420523529,-17.02667870563453
2459400000.0,-10.93295199035001,-17.04429639359219
2461100000.0,-10.933656872320421,-17.06181301322893
2462800000.0,-10.93435882559544,-17.0792296852631
2464500000.0,-10.935057825441701,-17.096547516030423
2466200000.0,-10.935753847925785,-17.11376759770598
2467900000.0,-10.936446869896857,-17.130891008521917
2469600000.0,-10.937136868969667,-17.14791881298119
2471300000.0,-10.937823823507921,-17.164852062067304
2473000000.0,-10.938507712608034,-17.18169179345015
2474700000.0,-10.939188516083206,-17.19843903168812
2476400000.0,-10.939866214447873,-17.215094788426438
2478100000.0,-10.940540788902474,-17.231660062591928
2479800000.0,-10.941212221318562,-17.248135840584165
2481500000.0,-10.941880494224229,-17.26452309646324
2483200000.0,-10.942545590789852,-17.280822792134042
2484900000.0,-10.943207494814125,-17.297035877527264
2486600000.0,-10.943866190710418,-17.313163290777197
2488300000.0,-10.94452166349342,-17.329205958396226
2490000000.0,-10.945173898766054,-17.345164795446337
2491700000.0,-10.945822882706688,-17.361040705707524
2493400000.0,-10.946468602056607,-17.37683458184318
2495100000.0,-10.947111044107753,-17.392547305562623
2496800000.0,-10.947750196690746,-17.408179747780757
2498500000.0,-10.948386048163126,-17.423732768774897
2500200000.0,-10.949018587397854,-17.439207218338886
2501900000.0,-10.949647803772084,-17.45460393593454
2503600000.0,-10.950273687156127,-17.469923750840415
2505300000.0,-10.950896227902685,-17.485167482298074
2507000000.0,-10.951515416836283,-17.50033593965577
2508700000.0,-10.952131245242942,-17.51542992250966
2510400000.0,-10.952743704860069,-17.530450220842727
2512100000.0,-10.953352787866537,-17.545397615161093
2513800000.0,-10.953958486873,-17.560272876628275
2515500000.0,-10.95456079491239,-17.575076767196993
2517200000.0,-10.955159705430619,-17.589810039738797
2518900000.0,-10.955755212277477,-17.604473438171546
2520600000.0,-10.956347309697719,-17.619067697584693
2522300000.0,-10.956935992322329,-17.63359354436255
2524000000.0,-10.95752125515997,-17.648051696305373
2525700000.0,-10.958103093588614,-17.662442862748602
2527400000.0,-10.958681503347352,-17.676767744679967
2529100000.0,-10.959256480528337,-17.691027034854763
2530800000.0,-10.959828021568951,-17.705221417909165
2532500000.0,-10.960396123244076,-17.719351570471762
2534200000.0,-10.960960782658562,-17.733418161273164
2535900000.0,-10.961521997239842,-17.747421851253893
2537600000.0,-10.962079764730674,-17.76136329367053
2539300000.0,-10.962634083182072,-17.775243134200064
2541000000.0,-10.96318495094635,-17.789062011042635
2542700000.0,-10.963732366670323,-17.802820555022574
2544400000.0,-10.96427632928864,-17.81651938968788
2546100000.0,-10.964816838017262,-17.83015913140798
2547800000.0,-10.965353892347059,-17.84374038947012
2549500000.0,-10.96588749203754,-17.85726376617402
2551200000.0,-10.966417637110746,-17.870729856925163
2552900000.0,-10.966944327845196,-17.884139250326555
2554600000.0,-10.967467564770029,-17.897492528269073
2556300000.0,-10.967987348659209,-17.910790266020346
2558000000.0,-10.968503680525888,-17.92403303231225
2559700000.0,-10.969016561616867,-17.93722138942708
2561400000.0,-10.969525993407146,-17.95035589328235
2563100000.0,-10.970031977594632,-17.963437093514262
2564800000.0,-10.97053451609492,-17.976465533559885
2566500000.0,-10.971033611036173,-17.989441750738077
2568200000.0,-10.971529264754151,-18.002366276329195
2569900000.0,-10.97202147978728,-18.01523963565347
2571600000.0,-10.972510258871855,-18.028062348148335
2573300000.0,-10.97299560493735,-18.040834927444404
2575000000.0,-10.973477521101792,-18.05355788144047
2576700000.0,-10.973956010667244,-18.066231712377196
2578400000.0,-10.974431077115385,-18.078856916909796
2580100000.0,-10.974902724103162,-18.09143398617961
2581800000.0,-10.975370955458532,-18.10396340588454
2583500000.0,-10.975835775176328,-18.11644565634848
2585200000.0,-10.976297187414128,-18.12888121258974
2586900000.0,-10.976755196488297,-18.141270544388302
2588600000.0,-10.977209806870043,-18.153614116352262
2590300000.0,-10.977661023181572,-18.165912387983155
2592000000.0,-10.97810885019234,-18.178165813740353
2593700000.0,-10.978553292815352,-18.190374843104507
2595400000.0,-10.978994356103541,-18.20253992064008
2597100000.0,-10.979432045246242,-18.2146614860569
2598800000.0,-10.979866365565696,-18.226739974270863
2600500000.0,-10.980297322513657,-18.238775815463743
2602200000.0,-10.980724921668067,-18.250769435142093
2603900000.0,-10.981149168729772,-18.26272125419533
2605600000.0,-10.981570069519325,-18.27463168895298
2607300000.0,-10.981987629973842,-18.28650115124102
2609000000.0,-10.982401856143941,-18.298330048437503
2610700000.0,-10.982812754190698,-18.310118783527344
2612400000.0,-10.983220330382721,-18.321867755156283
2614100000.0,-10.983624591093246,-18.33357735768413
2615800000.0,-10.984025542797278,-18.34524798123722
2617500000.0,-10.984423192068842,-18.356880011760126
2619200000.0,-10.984817545578238,-18.368473831066638
2620900000.0,-10.985208610089378,-18.38002981688999
2622600000.0,-10.985596392457158,-18.39154834293246
2624300000.0,-10.9859808996249,-18.403029778914142
2626000000.0,-10.986362138621843,-18.414474490621163
2627700000.0,-10.98674011656067,-18.42588283995311
2629400000.0,-10.987114840635092,-18.43725518496989
2631100000.0,-10.987486318117499,-18.44859187993784
2632800000.0,-10.98785455635662,-18.459893275375293
2634500000.0,-10.98821956277526,-18.471159718097393
2636200000.0,-10.988581344868077,-18.48239155126042
2637900000.0,-10.988939910199402,-18.493589114405392
2639600000.0,-10.989295266401085,-18.50475274350113
2641300000.0,-10.989647421170412,-18.515882770986675
2643000000.0,-10.98999638226805,-18.52697952581318
2644700000.0,-10.990342157516048,-18.53804333348519
2646400000.0,-10.99068475479583,-18.549074516101395
2648100000.0,-10.991024182046305,-18.560073392394727
2649800000.0,-10.99136044726194,-18.571040277772045
2651500000.0,-10.991693558490937,-18.581975484353197
2653200000.0,-10.992023523833383,-18.59287932100958
2654900000.0,-10.992350351439493,-18.603752093402136
2656600000.0,-10.99267404950786,-18.614594104018938
2658300000.0,-10.992994626283735,-18.62540565221209
2660000000.0,-10.993312090057369,-18.636187034234375
2661700000.0,-10.993626449162363,-18.646938543275166
2663400000.0,-10.993937711974057,-18.65766046949603
2665100000.0,-10.994245886907963,-18.66835310006578
2666800000.0,-10.994550982418215,-18.679016719195044
2668500000.0,-10.994853006996061,-18.689651608170454
2670200000.0,-10.995151969168388,-18.70025804538831
2671900000.0,-10.995447877496263,-18.710836306387794
2673600000.0,-10.995740740573517,-18.72138666388382
2675300000.0,-10.996030567025343,-18.731909387799366
2677000000.0,-10.99631736550695,-18.742404745297414
2678700000.0,-10.996601144702218,-18.752873000812517
2680400000.0,-10.996881913322385,-18.763314416081847
2682100000.0,-10.997159680104772,-18.773729250175943
2683800000.0,-10.99743445381154,-18.784117759529003
2685500000.0,-10.997706243228428,-18.79448019796878
2687200000.0,-10.99797505716359,-18.804816816746115
2688900000.0,-10.998240904446384,-18.815127864564083
2690600000.0,-10.99850379392624,-18.825413587606707
2692300000.0,-10.998763734471515,-18.835674229567406
2694000000.0,-10.999020734968397,-18.845910031676983
2695700000.0,-10.999274804319814,-18.856121232731297
2697400000.0,-10.999525951444372,-18.866308069118553
2699100000.0,-10.999774185275331,-18.876470774846283
2700800000.0,-11.000019514759565,-18.886609581567964
2702500000.0,-11.000261948856586,-18.896724718609256
2704200000.0,-11.000501496537563,-18.906816412993955
2705900000.0,-11.000738166784355,-18.916884889469646
2707600000.0,-11.000971968588608,-18.92693037053291
2709300000.0,-11.00120291095081,-18.936953076454326
2711000000.0,-11.001431002879404,-18.94695322530317
2712700000.0,-11.001656253389926,-18.956931032971642
2714400000.0,-11.001878671504134,-18.966886713198996
2716100000.0,-11.002098266249172,-18.97682047759523
2717800000.0,-11.002315046656756,-18.98673253566451
2719500000.0,-11.002529021762363,-18.996623094828323
2721200000.0,-11.002740200604455,-19.006492360448323
2722900000.0,-11.002948592223692,-19.01634053584892
2724600000.0,-11.0031542056622,-19.0261678223395
2726300000.0,-11.003357049962828,-19.0359744192365
2728000000.0,-11.003557134168421,-19.04576052388511
2729700000.0,-11.003754467321126,-19.055526331680756
2731400000.0,-11.003949058461709,-19.06527203609027
2733100000.0,-11.004140916628861,-19.074997828672867
2734800000.0,-11.004330050858561,-19.08470389910079
2736500000.0,-11.00451647018341,-19.094390435179772
2738200000.0,-11.004700183632032,-19.104057622869195
2739900000.0,-11.004881200228432,-19.11370564630201
2741600000.0,-11.0050595289914,-19.12333468780445
2743300000.0,-11.005235178933933,-19.132944927915446
2745000000.0,-11.00540815906265,-19.142536545405868
2746700000.0,-11.005578478377242,-19.152109717297478
2748400000.0,-11.00574614586991,-19.161664618881673
2750100000.0,-11.005911170524826,-19.17120142373805
2751800000.0,-11.006073561317624,-19.180720303752615
2753500000.0,-11.006233327214884,-19.19022142913595
2755200000.0,-11.006390477173627,-19.199704968441008
2756900000.0,-11.006545020140816,-19.209171088580785
2758600000.0,-11.006696965052907,-19.218619954845735
2760300000.0,-11.00684632083536,-19.228051730920985
2762000000.0,-11.006993096402182,-19.23746657890338
2763700000.0,-11.007137300655508,-19.24686465931826
2765400000.0,-11.007278942485136,-19.25624613113611
2767100000.0,-11.007418030768129,-19.265611151788907
2768800000.0,-11.00755457436838,-19.27495987718644
2770500000.0,-11.007688582136229,-19.284292461732246
2772200000.0,-11.00782006290806,-19.293609058339477
2773900000.0,-11.007949025505916,-19.30290981844655
2775600000.0,-11.00807547873713,-19.312194892032647
2777300000.0,-11.008199431393951,-19.321464427632918
2779000000.0,-11.008320892253193,-19.330718572353653
2780700000.0,-11.008439870075904,-19.339957471887192
2782400000.0,-11.008556373606993,-19.349181270526636
2784100000.0,-11.008670411574933,-19.35839011118047
2785800000.0,-11.008781992691421,-19.367584135386952
2787500000.0,-11.00889112565107,-19.376763483328368
2789200000.0,-11.008997819131114,-19.385928293845062
2790900000.0,-11.009102081791088,-19.395078704449396
2792600000.0,-11.009203922272562,-19.404214851339454
2794300000.0,-11.009303349198845,-19.413336869412657
2796000000.0,-11.009400371174717,-19.422444892279202
2797700000.0,-11.00949499678617,-19.431539052275298
2799400000.0,-11.009587234600126,-19.44061948047634
2801100000.0,-11.00967709316421,-19.44968630670981
2802800000.0,-11.009764581006483,-19.45873965956819
2804500000.0,-11.009849706635219,-19.46777966642155
2806200000.0,-11.009932478538673,-19.47680645343013
2807900000.0,-11.010012905184842,-19.485820145556698
2809600000.0,-11.01009099502126,-19.494820866578817
2811300000.0,-11.01016675647477,-19.503808739100933
2813000000.0,-11.01024019795135,-19.512783884566332
2814700000.0,-11.01031132783586,-19.521746423269
2816400000.0,-11.010380154491902,-19.530696474365293
2818100000.0,-11.010446686261597,-19.53963415588551
2819800000.0,-11.010510931465413,-19.548559584745302
2821500000.0,-11.010572898401998,-19.557472876757014
2823200000.0,-11.010632595347978,-19.566374146640833
2824900000.0,-11.01069003055783,-19.575263508035835
2826600000.0,-11.010745212263691,-19.584141073510928
2828300000.0,-11.010798148675216,-19.593006954575614
2830000000.0,-11.010848847979432,-19.601861261690715
2831700000.0,-11.010897318340566,-19.610704104278916
2833400000.0,-11.010943567899945,-19.619535590735182
2835100000.0,-11.010987604775828,-19.628355828437112
2836800000.0,-11.011029437063284,-19.637164923755133
2838500000.0,-11.011069072834072,-19.645962982062613
2840200000.0,-11.011106520136515,-19.654750107745812
2841900000.0,-11.011141786995374,-19.66352640421379
2843600000.0,-11.011174881411748,-19.672291973908152
2845300000.0,-11.011205811362956,-19.68104691831267
2847000000.0,-11.011234584802445,-19.68979133796291
2848700000.0,-11.01126120965967,-19.698525332455592
2850400000.0,-11.011285693840012,-19.707249000457963
2852100000.0,-11.011308045224679,-19.71596243971705
2853800000.0,-11.011328271670621,-19.724665747068734
2855500000.0,-11.011346381010451,-19.733359018446848
2857200000.0,-11.011362381052345,-19.74204234889208
2858900000.0,-11.01137627957998,-19.750715832560772
2860600000.0,-11.011388084352461,-19.75937956273373
2862300000.0,-11.011397803104238,-19.768033631824824
2864000000.0,-11.011405443545055,-19.77667813138953
2865700000.0,-11.01141101335987,-19.785313152133398
2867400000.0,-11.011414520208813,-19.793938783920407
2869100000.0,-11.011415971727107,-19.802555115781256
2870800000.0,-11.011415375525038,-19.811162235921522
2872500000.0,-11.011412739187882,-19.819760231729767
2874200000.0,-11.011408070275873,-19.828349189785527
2875900000.0,-11.011401376324152,-19.836929195867256
2877600000.0,-11.01139266484273,-19.845500334960136
2879300000.0,-11.011381943316433,-19.854062691263838
2881000000.0,-11.01136921920489,-19.862616348200174
2882700000.0,-11.011354499942488,-19.871161388420692
2884400000.0,-11.011337792938328,-19.879697893814182
2886100000.0,-11.011319105576218,-19.888225945514062
2887800000.0,-11.011298445214646,-19.896745623905762
2889500000.0,-11.011275819186741,-19.90525700863397
2891200000.0,-11.01125123480026,-19.913760178609795
2892900000.0,-11.011224699337582,-19.9222552120179
2894600000.0,-11.011196220055677,-19.930742186323542
2896300000.0,-11.011165804186092,-19.93922117827948
2898000000.0,-11.011133458934953,-19.947692263932915
2899700000.0,-11.011099191482955,-19.956155518632258
2901400000.0,-11.011063008985335,-19.9646110170339
2903100000.0,-11.011024918571888,-19.973058833108848
2904800000.0,-11.010984927346964,-19.98149904014933
2906500000.0,-11.010943042389458,-19.98993171077533
2908200000.0,-11.010899270752809,-19.998356916941052
2909900000.0,-11.010853619465026,-20.006774729941263
2911600000.0,-11.010806095528666,-20.015185220417663
2913300000.0,-11.010756705920855,-20.023588458365115
2915000000.0,-11.010705457593303,-20.03198451313785
2916700000.0,-11.010652357472297,-20.040373453455558
2918400000.0,-11.010597412458738,-20.048755347409497
2920100000.0,-11.010540629428125,-20.057130262468426
2921800000.0,-11.01048201523061,-20.06549826548461
2923500000.0,-11.010421576690971,-20.07385942269963
2925200000.0,-11.010359320608679,-20.08221379975023
2926900000.0,-11.01029525375787,-20.090561461674035
2928600000.0,-11.010229382887422,-20.098902472915277
2930300000.0,-11.010161714720919,-20.107236897330402
2932000000.0,-11.01009225595673,-20.115564798193642
2933700000.0,-11.010021013268004,-20.12388623820254
2935400000.0,-11.009947993302704,-20.132201279483382
2937100000.0,-11.00987320268366,-20.140509983596644
2938800000.0,-11.009796648008551,-20.148812411542277
2940500000.0,-11.009718335849994,-20.157108623765055
2942200000.0,-11.009638272755538,-20.165398680159758
2943900000.0,-11.009556465247714,-20.17368264007639
2945600000.0,-11.009472919824074,-20.18196056232528
2947300000.0,-11.009387642957215,-20.190232505182184
2949000000.0,-11.009300641094836,-20.198498526393283
2950700000.0,-11.009211920659762,-20.20675868318016
2952400000.0,-11.009121488049995,-20.21501303224473
2954100000.0,-11.00902934963875,-20.2232616297741
2955800000.0,-11.008935511774498,-20.231504531445392
2957500000.0,-11.008839980781017,-20.239741792430507
2959200000.0,-11.00874276295743,-20.24797346740087
2960900000.0,-11.00864386457825,-20.256199610532068
2962600000.0,-11.008543291893433,-20.2644202755085
2964300000.0,-11.008441051128429,-20.272635515527963
2966000000.0,-11.008337148484205,-20.28084538330616
2967700000.0,-11.008231590137346,-20.289049931081205
2969400000.0,-11.008124382240041,-20.297249210618066
2971100000.0,-11.00801553092019,-20.30544327321294
2972800000.0,-11.007905042281429,-20.31363216969763
2974500000.0,-11.00779292240318,-20.321815950443842
2976200000.0,-11.007679177340721,-20.329994665367444
2977900000.0,-11.007563813125232,-20.338168363932702
2979600000.0,-11.007446835763846,-20.346337095156436
2981300000.0,-11.007328251239713,-20.354500907612184
2983000000.0,-11.00720806551205,-20.362659849434287
2984700000.0,-11.007086284516205,-20.370813968321922
2986400000.0,-11.006962914163715,-20.37896331154315
2988100000.0,-11.006837960342358,-20.38710792593888
2989800000.0,-11.006711428916208,-20.395247857926776
2991500000.0,-11.006583325725718,-20.40338315350518
2993200000.0,-11.006453656587755,-20.411513858256974
2994900000.0,-11.006322427295679,-20.419640017353355
2996600000.0,-11.006189643619384,-20.427761675557665
2998300000.0,-11.006055311305394,-20.435878877229083
3000000000.0,-11.005919436076883,-20.44399166632639
